etablissement_id,site_web,adresse,nb_etudiants,url_logo,url_image
0750664P,http://lyc-racine.ac-paris.fr,20 rue du Rocher 75008 Paris,1068,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Racine%2C%2020%20rue%20du%20Rocher%2C%20Paris%209e.jpg
0750664P,http://lyc-racine.ac-paris.fr,20 rue du Rocher 75008 Paris,1074,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Racine%2C%2020%20rue%20du%20Rocher%2C%20Paris%209e.jpg
0750667T,http://lyc-condorcet.scola.ac-paris.fr/,8 rue du Havre 75009 Paris,519,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e%20Condorcet%2C%20Paris%2012%20mars%202014.jpg
0750667T,http://lycee-condorcet.ac-paris.fr,8 rue du Havre 75009 Paris,519,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e%20Condorcet%2C%20Paris%2012%20mars%202014.jpg
0750667T,http://lyc-condorcet.scola.ac-paris.fr/,8 rue du Havre 75009 Paris,525,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e%20Condorcet%2C%20Paris%2012%20mars%202014.jpg
0750667T,http://lycee-condorcet.ac-paris.fr,8 rue du Havre 75009 Paris,525,,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20lyc%C3%A9e%20Condorcet%2C%20Paris%2012%20mars%202014.jpg
0750668U,http://lyc-jacques-decour.scola.ac-paris.fr,12 avenue Trudaine 75009 Paris,1011,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques-Decour%20%C3%A0%20Paris%20DSC%200276.JPG
0750668U,http://lyc-jacques-decour.scola.ac-paris.fr/,12 avenue Trudaine 75009 Paris,1011,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques-Decour%20%C3%A0%20Paris%20DSC%200276.JPG
0750668U,http://lyc-jacques-decour.scola.ac-paris.fr,12 avenue Trudaine 75009 Paris,1044,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques-Decour%20%C3%A0%20Paris%20DSC%200276.JPG
0750668U,http://lyc-jacques-decour.scola.ac-paris.fr/,12 avenue Trudaine 75009 Paris,1044,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques-Decour%20%C3%A0%20Paris%20DSC%200276.JPG
0750669V,http://lyc-jules-ferry.scola.ac-paris.fr/,77 boulevard de Clichy 75009 Paris,734,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jules%20Ferry%20-%20Paris%20IX%20%28FR75%29%20-%202023-12-16%20-%202.jpg
0750669V,http://lyc-jules-ferry.scola.ac-paris.fr/,77 boulevard de Clichy 75009 Paris,765,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jules%20Ferry%20-%20Paris%20IX%20%28FR75%29%20-%202023-12-16%20-%202.jpg
0750674A,http://lyc-jules-siegfried.ac-paris.fr,12 rue d'Abbeville 75010 Paris,182,,
0750674A,http://lyc-jules-siegfried.ac-paris.fr,12 rue d'Abbeville 75010 Paris,194,,
0750685M,http://www.encpb.org/,11 rue Pirandello 75013 Paris,593,,
0750685M,http://www.encpb.org/,11 rue Pirandello 75013 Paris,598,,
0750691U,http://www.ldmraspail.fr/,5 bis avenue Maurice d'Ocagne 75014 Paris,226,,
0750691U,http://www.ldmraspail.fr/,5 bis avenue Maurice d'Ocagne 75014 Paris,258,,
0750695Y,http://lyc-fresnel.scola.ac-paris.fr,31 boulevard Pasteur 75015 Paris,109,,
0750695Y,http://lyc-fresnel.scola.ac-paris.fr,31 boulevard Pasteur 75015 Paris,153,,
0750697A,http://www.saint-lambert.org,7 rue Clavel 75019 Paris,23,,
0750697A,http://www.saint-lambert.org,7 rue Clavel 75019 Paris,42,,
0750699C,https://www.janson-de-sailly.fr/,106 rue de la Pompe 75016 Paris,1102,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Janson-de-Sailly%2C%20106%20rue%20de%20la%20Pompe%2C%20Paris%2016e%201.jpg
0750699C,https://www.janson-de-sailly.fr/,106 rue de la Pompe 75016 Paris,1106,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Janson-de-Sailly%2C%20106%20rue%20de%20la%20Pompe%2C%20Paris%2016e%201.jpg
0750707L,http://www.enc-bessieres.org,70 boulevard Bessières 75017 Paris,,,
0750712S,http://www.diderot.org,61 rue David d'Angers 75019 Paris,768,,
0750712S,http://www.diderot.org,61 rue David d'Angers 75019 Paris,790,,
0750715V,http://www.lycee-maurice-ravel.fr,89 cours de Vincennes 75020 Paris,1126,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Maurice-Ravel.JPG
0750715V,http://www.lycee-maurice-ravel.fr,89 cours de Vincennes 75020 Paris,1166,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Maurice-Ravel.JPG
0751871B,http://www.paris-malaquais.archi.fr/index.php?module=home,,,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20%C3%89cole%20d%27architecture%20Paris-Malaquais%20PSL.png,
0752139T,http://www.ipc-paris.fr/,70 avenue Denfert-Rochereau,,,http://commons.wikimedia.org/wiki/Special:FilePath/Couvent%20des%20religieuses%20de%20la%20Visitation%2C%20Paris%2026%20October%202016.jpg
0753268V,http://www.lycee-jean-lurcat.net,48 avenue des Gobelins 75013 Paris,464,,
0753268V,http://www.lycee-jean-lurcat.net,48 avenue des Gobelins 75013 Paris,468,,
0753268V,http://www.lycee-jean-lurcat.net,121 rue de Patay 75013 Paris,468,,
0754029X,http://www.carcado-saisseval.com,121 boulevard Raspail - CS 10622 75006 Paris,522,,
0754029X,http://www.carcado-saisseval.com,121 boulevard Raspail - CS 10622 75006 Paris,562,,
0754037F,http://www.fenelonsup.org,9 boulevard de Courcelles 75008 Paris,,,
0754042L,https://www.lerebours.fr/,44 boulevard Auguste Blanqui 75013 Paris,530,,
0754042L,https://www.lerebours.fr/,44 boulevard Auguste Blanqui 75013 Paris,539,,
0754666P,https://passy-st-honore.fr/,117 avenue Victor Hugo 75016 Paris,587,,
0754666P,https://passy-st-honore.fr/,117 avenue Victor Hugo 75016 Paris,600,,
0760005T,http://thomas-corneille-lyc.spip.ac-rouen.fr,97 avenue André Maurois BP 28 76360 Barentin,1083,,
0760005T,http://thomas-corneille-lyc.spip.ac-rouen.fr,97 avenue André Maurois BP 28 76360 Barentin,1085,,
0760032X,http://lycee-anguier.fr,Place Gaston Leroux 76260 Eu,752,,
0760032X,http://lycee-anguier.fr,Place Gaston Leroux 76260 Eu,789,,
0760035A,http://maupassant-lyc.spip.ac-rouen.fr,1575 boulevard Nelson Mandela BP 194 76401 Fécamp,1018,,
0760035A,http://maupassant-lyc.spip.ac-rouen.fr,1575 boulevard Nelson Mandela BP 194 76401 Fécamp,1038,,
0760076V,http://prevost-lyc.spip.ac-rouen.fr,Avenue Jean Prévost BP 49 76290 Montivilliers,1211,,
0760076V,http://prevost-lyc.spip.ac-rouen.fr,Avenue Jean Prévost BP 49 76290 Montivilliers,1271,,
0760095R,http://pascal-lyc.spip.ac-rouen.fr,5 rue des Emmurées BP 1105 76174 Rouen,882,,
0760095R,http://pascal-lyc.spip.ac-rouen.fr,5 rue des Emmurées BP 1105 76174 Rouen,883,,
0760096S,http://www.lycee-flaubert-rouen.fr/app/,1 rue Albert Dupuis 76044 Rouen,1180,,
0760096S,http://www.lycee-flaubert-rouen.fr/app/,1 rue Albert Dupuis 76044 Rouen,1223,,
0760109F,https://bruyeres.lycee.ac-normandie.fr/,67 avenue des Canadiens BP 130 76308 Sotteville-lès-Rouen,928,,
0760109F,https://bruyeres.lycee.ac-normandie.fr/,67 avenue des Canadiens BP 130 76308 Sotteville-lès-Rouen,970,,
0760110G,https://lyceesmarcelsembat.wordpress.com/,128 rue Léon Salva BP 35 76301 Sotteville-lès-Rouen,958,,
0760110G,https://lyceesmarcelsembat.wordpress.com/,128 rue Léon Salva BP 35 76301 Sotteville-lès-Rouen,978,,
0760174B,http://lyceeclaudemonetlh.fr/,267 rue Félix Faure 76620 Le Havre,1040,,
0760174B,http://lyceeclaudemonetlh.fr/,267 rue Félix Faure 76620 Le Havre,1063,,
0761341V,http://www.institut-lestourelles.com/,53 rue Verte 76000 Rouen,132,,
0761341V,http://www.institut-lestourelles.com/,53 rue Verte 76000 Rouen,140,,
0761735Y,https://www.ensemblescolaire-jeannedarc.fr/lycee/lycee-accueil,1 place Germaine Coty 76620 Le Havre,1229,,
0761735Y,https://www.ensemblescolaire-jeannedarc.fr/lycee/lycee-accueil,1 place Germaine Coty 76620 Le Havre,1257,,
0761735Y,https://www.ensemblescolaire-jeannedarc.fr/,10 rue Général de Gaulle 76310 Sainte-Adresse,1229,,
0761688X,http://www-iut.univ-lehavre.fr/,,,,
0762964J,https://lycee-le-corbusier.fr/,340 avenue de l'Université 76800 Saint-Etienne-du-Rouvray,590,,
0762964J,https://lycee-le-corbusier.fr/,340 avenue de l'Université 76800 Saint-Etienne-du-Rouvray,592,,
0770918E,http://www.uruguayfrance.fr,1 avenue des Marronniers CS 70732 77215 Avon,1241,,
0770918E,http://www.uruguayfrance.fr,1 avenue des Marronniers CS 70732 77215 Avon,1276,,
0770920G,http://www.lyceelafayette.fr,847 route de Fontaineroux BP 10 77850 Héricy,842,,
0770920G,http://www.lyceelafayette.fr,Place des Célestins BP 7 77430 Champagne-sur-Seine,842,,
0770920G,http://www.lyceelafayette.fr,847 route de Fontaineroux BP 10 77850 Héricy,850,,
0770920G,http://www.lyceelafayette.fr,Place des Célestins BP 7 77430 Champagne-sur-Seine,850,,
0770931U,https://www.coubertin-meaux.fr,Chaussée de Paris 77100 Meaux,1735,,
0770931U,https://www.coubertin-meaux.fr,Chaussée de Paris 77100 Meaux,1794,,
0770934X,http://www.vinci-melun.org,2 bis rue Edouard Branly 77000 Melun,730,,
0770934X,http://www.vinci-melun.org,2 bis rue Edouard Branly 77000 Melun,766,,
0771246L,http://www.ecm-meaux.fr,12 rue de la Visitation 77100 Meaux,1204,,
0771246L,http://www.ecm-meaux.fr,12 rue de la Visitation 77100 Meaux,1223,,
0771336J,http://www.lespannevelles.net,Route de Chalautre la Petite CS 60330 77481 Provins,923,,
0771336J,http://www.lespannevelles.net,Route de Chalautre la Petite CS 60330 77481 Provins,937,,
0771436T,https://campus-bougainville.fr/,RD 319 Domaine de Sansalle 77257 Brie-Comte-Robert,,,
0771763Y,https://lyceecharleslechauve.eu/lycee/Bienvenue.html,4 rue Joseph Bodin de Boismortier 77680 Roissy-en-Brie,1312,,
0771763Y,https://lyceecharleslechauve.eu/lycee/Bienvenue.html,4 rue Joseph Bodin de Boismortier 77680 Roissy-en-Brie,1340,,
0771940R,https://lyceesimoneveil.fr/,1 avenue Pierre Mendès France BP 14 77186 Noisiel,1078,,
0771940R,https://lyceesimoneveil.fr/,1 avenue Pierre Mendès France BP 14 77186 Noisiel,1122,,
0772153X,http://www.ecm-meaux.eu,20 rue de Châage 77109 Meaux,276,,
0772153X,http://www.ecm-meaux.eu,20 rue de Châage 77109 Meaux,305,,
0772243V,http://www.lcc77.fr/,Place d'Anyama 77347 Pontault-Combault,1077,,
0772243V,http://www.lcc77.fr/,Place d'Anyama 77347 Pontault-Combault,1105,,
0772276F,https://jehandechelles.fr/,47 rue des Cités BP 122 77649 Chelles,1161,,
0772276F,https://jehandechelles.fr/,47 rue des Cités BP 122 77649 Chelles,1197,,
0780004F,https://agrocampus78.fr/,Route forestière des Princesses 78100 Saint-Germain-en-Laye,,,
0780015T,https://rh-terre.defense.gouv.fr/formation/lyceesmilitaires/lycee-militaire-de-saint-cyr-l-ecole,2 avenue Jean-Jaurès 78210 Saint-Cyr-l'Ecole,,,
0781023N,,Chemin de l'orme rond 78350 JOUY EN JOSAS 78350 Jouy-en-Josas,,,
0631068U,http://www.lasalle63.fr/,14 rue Godefroy de Bouillon 63037 Clermont-Ferrand,697,,
0631068U,https://www.lasalle63.fr/,14 rue Godefroy de Bouillon 63037 Clermont-Ferrand,697,,
0631068U,http://www.lasalle63.fr/,14 rue Godefroy de Bouillon; 63037 Clermont-Ferrand Cedex 1,697,,
0631068U,https://www.lasalle63.fr/,14 rue Godefroy de Bouillon; 63037 Clermont-Ferrand Cedex 1,697,,
0631068U,http://www.lasalle63.fr/,5 avenue Charras; 63000 Clermont-Ferrand,697,,
0631068U,https://www.lasalle63.fr/,5 avenue Charras; 63000 Clermont-Ferrand,697,,
0631068U,http://www.lasalle63.fr/,14 rue Godefroy de Bouillon 63037 Clermont-Ferrand,710,,
0631068U,https://www.lasalle63.fr/,14 rue Godefroy de Bouillon 63037 Clermont-Ferrand,710,,
0631068U,http://www.lasalle63.fr/,14 rue Godefroy de Bouillon; 63037 Clermont-Ferrand Cedex 1,710,,
0631068U,https://www.lasalle63.fr/,14 rue Godefroy de Bouillon; 63037 Clermont-Ferrand Cedex 1,710,,
0631068U,http://www.lasalle63.fr/,5 avenue Charras; 63000 Clermont-Ferrand,710,,
0631068U,https://www.lasalle63.fr/,5 avenue Charras; 63000 Clermont-Ferrand,710,,
0631985R,http://pierre-joel-bonte-riom.ent.auvergnerhonealpes.fr/,2 avenue Averroes BP 10034 63200 Riom,864,,
0631985R,http://pierre-joel-bonte-riom.ent.auvergnerhonealpes.fr/,2 avenue Averroes BP 10034 63200 Riom,872,,
0640010N,http://www.lyceecassinbayonne.fr/,2 rue de Lasseguette 64100 Bayonne,1283,,
0640010N,http://www.lyceecassinbayonne.fr/,2 rue de Lasseguette 64100 Bayonne,1292,,
0640055M,https://www.lyceelouisbarthou.fr/,2 rue Louis Barthou CS 11515 64000 Pau,1424,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Louis%20Barthou%20Pau.JPG
0640055M,https://www.lyceelouisbarthou.fr/,2 rue Louis Barthou CS 11515 64000 Pau,1425,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Louis%20Barthou%20Pau.JPG
0640057P,http://www.lycee-saint-cricq.org,4 bis avenue des États-Unis CS 21516 64015 Pau,1283,,
0640057P,http://www.lycee-saint-cricq.org,4 bis avenue des États-Unis CS 21516 64015 Pau,1305,,
0640131V,http://www.saintdominique.fr,30 avenue Fouchet 64000 Pau,490,,
0640131V,http://www.saintdominique.fr,30 avenue Fouchet 64000 Pau,520,,
0640220S,https://agrocampus64.fr,Route de Pau 64121 Montardon,,,
0641545G,http://www.lycee-errecart.com,305 rue des Écoles BP 44 64120 Saint-Palais,,,
0641547J,http://www.lyceesaintchristophe.com,Route de Bayonne 64310 Saint-Pée-sur-Nivelle,,,
0641732K,https://www.lycee-saint-john-perse.fr/,2 rue Jules Ferry BP 581 64012 Pau,894,,
0641732K,https://www.lycee-saint-john-perse.fr/,2 rue Jules Ferry BP 581 64012 Pau,953,,
0641839B,http://www.lyceejacquesmonod.fr,10 rue du Parvis BP 40485 64238 Lescar,742,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques%20Monond%20Lescar.JPG
0641839B,http://www.lyceejacquesmonod.fr,10 rue du Parvis BP 40485 64238 Lescar,761,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Jacques%20Monond%20Lescar.JPG
0650005C,https://victor-duruy.mon-ent-occitanie.fr,3 bis allées Jean Jaurès BP 108 65201 Bagnères-de-Bigorre,565,,
0650005C,https://victor-duruy.mon-ent-occitanie.fr,3 bis allées Jean Jaurès BP 108 65201 Bagnères-de-Bigorre,570,,
0650025Z,https://theophile-gautier.mon-ent-occitanie.fr,15 rue Abbé Torné BP 1636 65016 Tarbes,640,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Th%C3%A9ophile-Gautier%20de%20Tarbes%20%28Hautes-Pyr%C3%A9n%C3%A9es%29%201.jpg
0650025Z,https://theophile-gautier.mon-ent-occitanie.fr,15 rue Abbé Torné BP 1636 65016 Tarbes,670,,http://commons.wikimedia.org/wiki/Special:FilePath/Lyc%C3%A9e%20Th%C3%A9ophile-Gautier%20de%20Tarbes%20%28Hautes-Pyr%C3%A9n%C3%A9es%29%201.jpg
0650026A,https://marie-curie.mon-ent-occitanie.fr,2 rue Georges Ledormeur BP 9301 65930 Tarbes,1113,,
0650026A,https://marie-curie.mon-ent-occitanie.fr,2 rue Georges Ledormeur BP 9301 65930 Tarbes,1129,,
0650027B,https://jean-dupuy.mon-ent-occitanie.fr,1 rue Aristide Bergès BP 1626 65016 Tarbes,687,,
0650027B,https://jean-dupuy.mon-ent-occitanie.fr,1 rue Aristide Bergès BP 1626 65016 Tarbes,695,,
0650065T,http://www.pradeaulasede.fr,14 rue Mesclin 65912 Tarbes,211,,
0660011D,https://jean-lurcat-perpignan.mon-ent-occitanie.fr/,25 avenue Albert Camus BP 7019 66070 Perpignan,1561,,
0660011D,https://jean-lurcat-perpignan.mon-ent-occitanie.fr/,25 avenue Albert Camus BP 7019 66070 Perpignan,1613,,
0660077A,http://www.marillac.fr/,68 avenue Victor Dalbiez 66000 Perpignan,528,,
0660077A,http://www.marillac.fr/,68 avenue Victor Dalbiez 66000 Perpignan,533,,
0670089H,http://www.lyc-mathis-schiltigheim.ac-strasbourg.fr,1 rue du Dauphiné BP 90009 67311 Schiltigheim,757,,
0670089H,http://www.lyc-mathis-schiltigheim.ac-strasbourg.fr,1 rue du Dauphiné BP 90009 67311 Schiltigheim,770,,
0671639T,http://www.clotilde.org,19 rue de Verdun 67083 Strasbourg,541,,
0671639T,http://www.clotilde.org,19 rue de Verdun 67083 Strasbourg,558,,
0672050P,http://www.ecp-strasbourg.fr,19 rue de Wissembourg 67000 Strasbourg,,,
0672198A,http://www.lyceelecorbusier.eu,15 rue Lixenbuhl BP 10133 67404 Illkirch-Graffenstaden,1099,,
0672198A,http://www.lyceelecorbusier.eu,15 rue Lixenbuhl BP 10133 67404 Illkirch-Graffenstaden,1143,,
0672462M,http://iutlps.unistra.fr/,,,,http://commons.wikimedia.org/wiki/Special:FilePath/IUT%20Louis%20Pasteur-Schiltigheim.jpg
0672616E,http://www.lyceegutenberg.net,22 rue Lixenbuhl BP 90141 67404 Illkirch-Graffenstaden,284,,
0672616E,http://www.lyceegutenberg.net,22 rue Lixenbuhl BP 90141 67404 Illkirch-Graffenstaden,287,,
0672834S,http://iuthaguenau.unistra.fr/,,,,
0680008P,https://www.lyceecamilleseecolmar.fr/,42 avenue de l'Europe 68025 Colmar,907,,
0680008P,https://www.lyceecamilleseecolmar.fr/,42 avenue de l'Europe 68025 Colmar,926,,
0680010S,http://www.lyc-pascal-colmar.ac-strasbourg.fr,74 rue du Logelbach 68025 Colmar,1314,,
0680010S,http://www.lyc-pascal-colmar.ac-strasbourg.fr,74 rue du Logelbach 68025 Colmar,1339,,
0680016Y,http://www.lyceedeck.fr,5 rue des Chanoines BP 190 68504 Guebwiller,903,,
0680016Y,http://www.lyceedeck.fr,5 rue des Chanoines BP 190 68504 Guebwiller,934,,
0680031P,https://lyc-schweitzer-mulhouse.site.ac-strasbourg.fr/,8 boulevard de la Marne BP 2269 68068 Mulhouse,1244,,
0680031P,https://lyc-schweitzer-mulhouse.site.ac-strasbourg.fr/,8 boulevard de la Marne BP 2269 68068 Mulhouse,1250,,
0680034T,http://www.lyc-armand-mulhouse.ac-strasbourg.fr,3 boulevard des Nations BP 2008 68058 Mulhouse,1013,,
0680034T,http://www.lyc-armand-mulhouse.ac-strasbourg.fr,3 boulevard des Nations BP 2008 68058 Mulhouse,1029,,
0680066C,https://lyceemermoz.com/,53 rue du docteur Marcel Hurst 68300 Saint-Louis,2052,,
0680066C,https://lyceemermoz.com/,53 rue du docteur Marcel Hurst 68300 Saint-Louis,2096,,
0680151V,http://www.ejda.fr,15 rue du Chanoine Brun 68100 Mulhouse,653,,
0680151V,http://www.ejda.fr,15 rue du Chanoine Brun 68100 Mulhouse,681,,
0680169P,http://www.iutmulhouse.uha.fr,,,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20IUT%20Mulhouse.gif,http://commons.wikimedia.org/wiki/Special:FilePath/Entree%20IUT%20Mulhouse.jpg
0681801N,https://lyceecharlesdegaulle.fr/?_gl=1*9365ek*_ga*Njg4MzA4NzIyLjE2ODY4Mjg4NjQ.*_up*MQ..,14 rue de Ruelisheim 68840 Pulversheim,244,,
0681801N,https://lyceecharlesdegaulle.fr/?_gl=1*9365ek*_ga*Njg4MzA4NzIyLjE2ODY4Mjg4NjQ.*_up*MQ..,14 rue de Ruelisheim 68840 Pulversheim,253,,
0690026D,http://lyceeduparc.fr/ldp/,1 boulevard Anatole France 69458 Lyon,695,,http://commons.wikimedia.org/wiki/Special:FilePath/LyceeDuParcLyon.jpg
0690026D,https://lyceeduparc.fr/ldp/,1 boulevard Anatole France 69458 Lyon,695,,http://commons.wikimedia.org/wiki/Special:FilePath/LyceeDuParcLyon.jpg
0690026D,http://lyceeduparc.fr/ldp/,"1 boulevard Anatole France, 69006 Lyon",695,,http://commons.wikimedia.org/wiki/Special:FilePath/LyceeDuParcLyon.jpg
0690026D,https://lyceeduparc.fr/ldp/,"1 boulevard Anatole France, 69006 Lyon",695,,http://commons.wikimedia.org/wiki/Special:FilePath/LyceeDuParcLyon.jpg
0690038S,https://www.martiniere-duchere.fr/,300 avenue Andreï Sakharov 69009 Lyon,929,,
0690038S,https://www.martiniere-duchere.fr/,300 avenue Andreï Sakharov 69009 Lyon,1009,,
0690074F,http://www.parc-chabrieres.fr/,9 chemin des Chassagnes 69600 Oullins,800,,
0690074F,http://www.parc-chabrieres.fr/,9 chemin des Chassagnes 69600 Oullins,827,,
0690082P,https://jean-perrin.ent.auvergnerhonealpes.fr/,48 rue Pierre Baizet BP 41 69338 Lyon,733,,http://commons.wikimedia.org/wiki/Special:FilePath/Coll%C3%A8ge%20Saint-Rambert%20-%20Lyon%2018xx.jpg
0690085T,http://cassin-laurencin.ent.auvergnerhonealpes.fr/,75 route de Saint-Clément BP 137 69173 Tarare,835,,http://commons.wikimedia.org/wiki/Special:FilePath/Tarare%20-%20Cit%C3%A9%20scolaire%20de%20Tarare%204.JPG
0690085T,http://cassin-laurencin.ent.auvergnerhonealpes.fr/,75 route de Saint-Clément BP 137 69173 Tarare,844,,http://commons.wikimedia.org/wiki/Special:FilePath/Tarare%20-%20Cit%C3%A9%20scolaire%20de%20Tarare%204.JPG
0690097F,https://claude-bernard.ent.auvergnerhonealpes.fr/,234 rue Philippe Héron BP 475 69665 Villefranche-sur-Saône,1172,,
0690097F,https://claude-bernard.ent.auvergnerhonealpes.fr/,234 rue Philippe Héron BP 475 69665 Villefranche-sur-Saône,1194,,
0690522T,https://www.auxlazaristes.fr/,24 montée Saint-Barthélemy 69321 Lyon,934,,
0690522T,https://www.auxlazaristes.fr/,24 montée Saint-Barthélemy 69321 Lyon,957,,
0312408Z,http://www.saliege.fr,3 rue Bernanos BP 33130 31131 Balma,,,
0210018F,http://lyc21-hfontaine.sd.ac-dijon.fr,20 boulevard Voltaire BP 1512 21033 Dijon,1081,,
0210018F,http://lyc21-hfontaine.sd.ac-dijon.fr,20 boulevard Voltaire BP 1512 21033 Dijon,1099,,
0260113G,https://www.catalins.fr/,24 avenue des Catalins BP 359 26201 Montélimar,1285,,
0260113G,https://www.catalins.fr/,24 avenue des Catalins BP 359 26201 Montélimar,1320,,
0211033J,http://lyc21-eiffel.ac-dijon.fr,15 avenue Champollion BP 17430 21074 Dijon,878,,
0211033J,http://lyc21-eiffel.ac-dijon.fr,15 avenue Champollion BP 17430 21074 Dijon,883,,
0420041S,https://claude-fauriel.ent.auvergnerhonealpes.fr/,28 avenue de la Libération BP 506 42007 Saint-Etienne,960,,http://commons.wikimedia.org/wiki/Special:FilePath/Claude-Fauriel.jpg
0420041S,https://claude-fauriel.ent.auvergnerhonealpes.fr/,28 avenue de la Libération BP 506 42007 Saint-Etienne,961,,http://commons.wikimedia.org/wiki/Special:FilePath/Claude-Fauriel.jpg
0211090W,http://sb-lycee.fr,99 rue de Talant 21000 Dijon,718,,
0211090W,http://sb-lycee.fr,99 rue de Talant 21000 Dijon,770,,
0211091X,https://stmichel-lesarcades.com/lycee-cfa/presentation/,13 rue du Vieux Collège BP 61830 21018 Dijon,1061,,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20arcades%20vue%20a%C3%A9rienne.jpg
0211091X,https://stmichel-lesarcades.com/lycee-cfa/presentation/,13 rue du Vieux Collège BP 61830 21018 Dijon,1075,,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20arcades%20vue%20a%C3%A9rienne.jpg
0070031W,https://marius-bouvier.ent.auvergnerhonealpes.fr/,69 avenue Lamastre BP 93 07301 Tournon-sur-Rhône,254,,
0070031W,https://marius-bouvier.ent.auvergnerhonealpes.fr/,69 avenue Lamastre BP 93 07301 Tournon-sur-Rhône,262,,
0595964M,http://www.univ-littoral.fr/,,10381,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20Universit%C3%A9%20du%20Littoral%20C%C3%B4te%20d%27Opale.svg,http://commons.wikimedia.org/wiki/Special:FilePath/ULCO%20-%20Dunkerque%20-%20Entr%C3%A9e.jpg
0190008F,http://www.lp-bort.ac-limoges.fr,259 rue du Lycée BP 59 19110 Bort-les-Orgues,117,,
0190008F,http://www.lp-bort.ac-limoges.fr,259 rue du Lycée BP 59 19110 Bort-les-Orgues,118,,
0840607D,http://epl.carpentras.educagri.fr,Chemin de l'Hermitage BP 274 84208 Carpentras,,,http://commons.wikimedia.org/wiki/Special:FilePath/Carpentras%20Serres%20-%20Lyc%C3%A9e%20agricole.jpg
0831354W,http://lyceelacoudouliere.fr/,Chemin de la Coudoulière BP 90112 83183 Six-Fours-les-Plages,758,,
0831354W,http://lyceelacoudouliere.fr/,Chemin de la Coudoulière BP 90112 83183 Six-Fours-les-Plages,784,,
0782546U,http://www.lyc-lecorbusier-poissy.ac-versailles.fr/,88 rue de Villiers 78300 Poissy,1352,,
0782546U,http://www.lyc-lecorbusier-poissy.ac-versailles.fr/,88 rue de Villiers 78300 Poissy,1392,,
0451442Y,https://www.lycee-chateaublanc.net,1 rue Saint-Just BP 41 45120 Châlette-sur-Loing,617,,
0451442Y,https://www.lycee-chateaublanc.net,1 rue Saint-Just BP 41 45120 Châlette-sur-Loing,633,,
0211986V,https://lyc-lesmarcsdor-dijon.eclat-bfc.fr/,24 rue du Fort de la Motte Giron BP 202 21006 Dijon,342,,
0211986V,https://lyc-lesmarcsdor-dijon.eclat-bfc.fr/,24 rue du Fort de la Motte Giron BP 202 21006 Dijon,373,,
0212045J,http://lycee-marey-beaune.fr,5 rue du 16e Chasseur BP 225 21206 Beaune,795,,
0212045J,http://lycee-marey-beaune.fr,5 rue du 16e Chasseur BP 225 21206 Beaune,817,,
0760166T,https://www.supmaritime.fr/,,,,
0624430D,http://lycee.gambetta.arras.free.fr,25 boulevard Carnot BP 40919 62022 Arras,1171,,
0624430D,http://lycee.gambetta.arras.free.fr,25 boulevard Carnot BP 40919 62022 Arras,1274,,
0220013V,http://www.lycees-dinan.fr,48 promenade Fontaine des Eaux BP 12064 22102 Dinan,1264,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20La%20Fontaine%20des%20Eaux.svg,
0220013V,https://www.lycees-dinan.fr/,48 promenade Fontaine des Eaux BP 12064 22102 Dinan,1264,http://commons.wikimedia.org/wiki/Special:FilePath/Logo%20La%20Fontaine%20des%20Eaux.svg,
